pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
ENDOPLASMIC RETICULUM CALCIUM ION HOMEOSTASIS%GOBP%GO:0032469	0.475	1	-0.26753520664819547	-0.9762058066729006	227	18	
ACYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0006639	0.49455337690631807	1	-0.21242667258567435	-0.9766752428070425	226	44	
NEUTRAL LIPID METABOLIC PROCESS%GOBP%GO:0006638	0.49455337690631807	1	-0.21242667258567435	-0.9766752428070425	226	44	
NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:1900016	0.4610526315789474	1	-0.2850053256155781	-0.9776289345593394	218	15	
NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION%GOBP%GO:0045671	0.4589473684210526	1	-0.28525901226590644	-0.9784991337710093	217	15	
ZYMOGEN ACTIVATION%GOBP%GO:0031638	0.45188284518828453	1	-0.2449262570808658	-0.9793914355376345	215	24	
REGULATION OF TYPE 2 IMMUNE RESPONSE%GOBP%GO:0002828	0.4589473684210526	1	-0.2855443757037735	-0.9794779911068209	217	15	
PID_EPHA_FWDPATHWAY%MSIGDB_C2%PID_EPHA_FWDPATHWAY	0.45114345114345117	1	-0.27416198528085156	-0.9797193041938886	216	17	
HALLMARK_COAGULATION%MSIGDB_C2%HALLMARK_COAGULATION	0.47761194029850745	1	-0.20464569562583385	-0.9803111175829836	223	52	
GLYCERALDEHYDE-3-PHOSPHATE METABOLIC PROCESS%GOBP%GO:0019682	0.4589473684210526	1	-0.28589984168149546	-0.9806973150767214	217	15	
PROTEIN HYDROXYLATION%GOBP%GO:0018126	0.4838012958963283	1	-0.2675332085003343	-0.9808107587672463	223	19	
ICOSANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046456	0.45021645021645024	1	-0.2415858840520766	-0.9812141466665311	207	26	
ORGANIC HYDROXY COMPOUND TRANSPORT%GOBP%GO:0015850	0.47649572649572647	1	-0.19888849805136544	-0.9813125396354472	222	58	
POSITIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000108	0.4838012958963283	1	-0.2676811170482668	-0.9813530103102941	223	19	
HIF-2-ALPHA TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIF-2-ALPHA TRANSCRIPTION FACTOR NETWORK	0.451271186440678	1	-0.2338197428645359	-0.9814204833658189	212	30	
MUSCLE CELL DEVELOPMENT%GOBP%GO:0055001	0.46021505376344085	1	-0.22885184070350287	-0.9817520221666555	213	33	
PROTEIN LOCALIZATION TO CHROMOSOME%GOBP%GO:0034502	0.48283261802575106	1	-0.2022030208203423	-0.9824534113997994	224	55	
GLYCOSPHINGOLIPID METABOLISM%REACTOME%R-HSA-1660662.5	0.45806451612903226	1	-0.22911544987799976	-0.982882879752631	212	33	
HALLMARK_G2M_CHECKPOINT%MSIGDB_C2%HALLMARK_G2M_CHECKPOINT	0.460352422907489	1	-0.16501973688635785	-0.9829297682273456	208	128	
CELL DIVISION%GOBP%GO:0051301	0.4847161572052402	1	-0.17276734185006343	-0.9833540415736978	221	107	
CALCIUM ION TRANSMEMBRANE IMPORT INTO CYTOSOL%GOBP%GO:0097553	0.44798301486199577	1	-0.24365755559665803	-0.9836904690802024	210	25	
CELLULAR RESPONSE TO KETONE%GOBP%GO:1901655	0.46835443037974683	1	-0.2376193342887426	-0.98395893604947	221	28	
PHAGOCYTOSIS, RECOGNITION%GOBP%GO:0006910	0.45770065075921906	1	-0.22875949388820704	-0.9844442692085497	210	34	
HALLMARK_DNA_REPAIR%MSIGDB_C2%HALLMARK_DNA_REPAIR	0.4956521739130435	1	-0.17411350566614958	-0.9845680348458409	227	105	
NEGATIVE REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010812	0.45376344086021503	1	-0.23270767109962273	-0.9847653885889155	210	32	
NEGATIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045668	0.45473684210526316	1	-0.2870937162308737	-0.9847925589153593	215	15	
AMMONIUM TRANSPORT%GOBP%GO:0015696	0.4458874458874459	1	-0.24252509713960518	-0.9850288114671398	205	26	
POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 75%8957275	0.46710526315789475	1	-0.20968413862568205	-0.9856014057300477	212	48	
MEMBRANE INVAGINATION%GOBP%GO:0010324	0.48329621380846327	1	-0.19397730053274215	-0.986259809410998	216	69	
POSTREPLICATION REPAIR%GOBP%GO:0006301	0.43897216274089934	1	-0.20708312850181274	-0.9867090756151741	204	51	
RESPONSE TO UNFOLDED PROTEIN%GOBP%GO:0006986	0.48329621380846327	1	-0.17064622006467908	-0.9870322718532483	216	113	
HATS ACETYLATE HISTONES%REACTOME DATABASE ID RELEASE 75%3214847	0.4801670146137787	1	-0.17544642496108853	-0.9874221909605716	229	101	
TGF_BETA_RECEPTOR%NETPATH%TGF_BETA_RECEPTOR	0.4853273137697517	1	-0.1608019302374449	-0.9880736628534057	214	155	
POSITIVE REGULATION OF POTASSIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1901381	0.4583333333333333	1	-0.2708465460353423	-0.9882885107704146	219	18	
DEGRADATION OF BETA CATENIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DEGRADATION OF BETA CATENIN	0.46624472573839665	1	-0.28330728801575905	-0.988803870593085	220	16	
TGF-BETA SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP366%HOMO SAPIENS	0.49361702127659574	1	-0.1809488156583407	-0.9892853741212827	231	89	
ACYL-COA METABOLIC PROCESS%GOBP%GO:0006637	0.4805194805194805	1	-0.19700892597196448	-0.9892922928736501	221	63	
THIOESTER METABOLIC PROCESS%GOBP%GO:0035383	0.4805194805194805	1	-0.19700892597196448	-0.9892922928736501	221	63	
DEFECTIVE BINDING OF RB1 MUTANTS TO E2F1,(E2F2, E2F3)%REACTOME%R-HSA-9661069.1	0.46624472573839665	1	-0.2834723775971765	-0.9893800690320432	220	16	
ABERRANT REGULATION OF MITOTIC G1 S TRANSITION IN CANCER DUE TO RB1 DEFECTS%REACTOME DATABASE ID RELEASE 75%9659787	0.46624472573839665	1	-0.2834723775971765	-0.9893800690320432	220	16	
INITIAL TRIGGERING OF COMPLEMENT%REACTOME%R-HSA-166663.2	0.4503311258278146	1	-0.21074639958896418	-0.9894926038385571	203	47	
REGULATION OF CELL SHAPE%GOBP%GO:0008360	0.46750524109014674	1	-0.18054248541592358	-0.9897573659892539	222	91	
RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0007265	0.47216035634743875	1	-0.172950678582778	-0.9902583510612505	211	110	
REGULATION OF SYNAPSE ORGANIZATION%GOBP%GO:0050807	0.46234309623430964	1	-0.1984768475451577	-0.9907937092820701	220	60	
CELL RECOGNITION%GOBP%GO:0008037	0.4587737843551797	1	-0.19077918755399328	-0.991240695847486	216	72	
PID_P53_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P53_DOWNSTREAM_PATHWAY	0.4676724137931034	1	-0.18217723683495107	-0.992382599741868	216	88	
NEGATIVE REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120033	0.42462845010615713	0.9968320898772027	-0.2565141321024512	-0.9924168701996597	199	22	
GLYCOSYLATION AND RELATED CONGENITAL DEFECTS%WIKIPATHWAYS_20210210%WP4521%HOMO SAPIENS	0.4264705882352941	0.9984919355333093	-0.25844318121263554	-0.9926262834125429	202	21	
XBP1(S) ACTIVATES CHAPERONE GENES%REACTOME DATABASE ID RELEASE 75%381038	0.4434589800443459	1	-0.219329487493756	-0.9930139759319672	199	42	
WNT SIGNALING%WIKIPATHWAYS_20210210%WP428%HOMO SAPIENS	0.47121535181236673	1	-0.2059877859868555	-0.9931377827584881	220	53	
ADIPOGENESIS%WIKIPATHWAYS_20210210%WP236%HOMO SAPIENS	0.46637744034707157	1	-0.19724216005845566	-0.9935892824183407	214	64	
SENSORY SYSTEM DEVELOPMENT%GOBP%GO:0048880	0.4749455337690632	1	-0.19349763991874985	-0.9940484028671266	217	70	
VISUAL SYSTEM DEVELOPMENT%GOBP%GO:0150063	0.4749455337690632	1	-0.19349763991874985	-0.9940484028671266	217	70	
PROTEIN K11-LINKED UBIQUITINATION%GOBP%GO:0070979	0.432258064516129	1	-0.24238899983842055	-0.9941383730416306	200	27	
PID_UPA_UPAR_PATHWAY%MSIGDB_C2%PID_UPA_UPAR_PATHWAY	0.42436974789915966	0.9968320898772027	-0.2588490482718272	-0.9941851340219289	201	21	
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20210210%WP2873%HOMO SAPIENS	0.42436974789915966	0.9968320898772027	-0.25894021893082225	-0.994535301482219	201	21	
CLASSICAL ANTIBODY-MEDIATED COMPLEMENT ACTIVATION%REACTOME%R-HSA-173623.2	0.4434589800443459	1	-0.21983925680774907	-0.9953219558533208	199	42	
CELLULAR RESPONSE TO MOLECULE OF BACTERIAL ORIGIN%GOBP%GO:0071219	0.4581589958158996	1	-0.179684330557102	-0.9956676061104264	218	95	
EPITHELIAL TO MESENCHYMAL TRANSITION IN COLORECTAL CANCER%WIKIPATHWAYS_20210210%WP4239%HOMO SAPIENS	0.4560669456066946	1	-0.19946876413924747	-0.9957453433578433	217	60	
MODIFICATION OF MORPHOLOGY OR PHYSIOLOGY OF OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0051817	0.4616977225672878	1	-0.18025495773922176	-0.9970486760884666	222	94	
ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:0046165	0.4551282051282051	1	-0.19986017896607047	-0.9974715597897742	212	61	
DARPP-32 EVENTS%REACTOME%R-HSA-180024.3	0.4425531914893617	1	-0.2664797819552844	-0.9986070414160142	207	20	
REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902806	0.4221218961625282	0.9955667501732801	-0.1705202975557754	-0.9989864840338182	186	122	
RECEPTOR-MEDIATED ENDOCYTOSIS%GOBP%GO:0006898	0.4663677130044843	1	-0.16211067075862495	-0.9991679262288975	207	156	
PID_TGFBR_PATHWAY%MSIGDB_C2%PID_TGFBR_PATHWAY	0.43655913978494626	1	-0.23613615107327487	-0.9992739279832936	202	32	
DISEASES OF PROGRAMMED CELL DEATH%REACTOME%R-HSA-9645723.3	0.4267515923566879	0.9984919355333093	-0.24754778332052624	-0.9993960355468358	200	25	
HALLMARK_MYC_TARGETS_V2%MSIGDB_C2%HALLMARK_MYC_TARGETS_V2	0.43902439024390244	1	-0.22082455454328329	-0.9997828900989609	197	42	
REGULATION OF CELL CYCLE ARREST%GOBP%GO:0071156	0.44396551724137934	1	-0.19003494738437232	-1.0001277641352344	205	78	
TGF_BETA_RECEPTOR%IOB%TGF_BETA_RECEPTOR	0.4105960264900662	0.9931628846012511	-0.16841646785074038	-1.0005084143320853	185	127	
NEGATIVE REGULATION OF HISTONE MODIFICATION%GOBP%GO:0031057	0.4430379746835443	1	-0.24165536713878594	-1.000671762052777	209	28	
BIOCARTA_WNT_PATHWAY%MSIGDB_C2%BIOCARTA_WNT_PATHWAY	0.43670886075949367	1	-0.28680694583499794	-1.001018435285901	206	16	
ACYLGLYCEROL CATABOLIC PROCESS%GOBP%GO:0046464	0.4378947368421053	1	-0.29203625404195843	-1.001746515701372	207	15	
NEUTRAL LIPID CATABOLIC PROCESS%GOBP%GO:0046461	0.4378947368421053	1	-0.29203625404195843	-1.001746515701372	207	15	
RESPONSE TO CARBOHYDRATE%GOBP%GO:0009743	0.46405228758169936	1	-0.21806917582387078	-1.0026178099673995	212	44	
CELLULAR PROTEIN COMPLEX DISASSEMBLY%GOBP%GO:0043624	0.40939597315436244	0.9931628846012511	-0.16989936912957357	-1.0032728153085384	182	124	
SPERMATID DIFFERENTIATION%GOBP%GO:0048515	0.4344086021505376	1	-0.23714617044831485	-1.0035480978791274	201	32	
CELLULAR LIPID CATABOLIC PROCESS%GOBP%GO:0044242	0.40176600441501104	0.9926292270324004	-0.16968564958753668	-1.0037799471931579	181	125	
AROMATIC AMINO ACID FAMILY METABOLIC PROCESS%GOBP%GO:0009072	0.4178794178794179	0.9931628846012511	-0.28099533472611826	-1.004138314571904	200	17	
ATP SYNTHESIS COUPLED PROTON TRANSPORT%GOBP%GO:0015986	0.4178794178794179	0.9931628846012511	-0.28105341724250077	-1.0043458727513424	200	17	
ENERGY COUPLED PROTON TRANSPORT, DOWN ELECTROCHEMICAL GRADIENT%GOBP%GO:0015985	0.4178794178794179	0.9931628846012511	-0.28105341724250077	-1.0043458727513424	200	17	
TRISTETRAPROLIN (TTP, ZFP36) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450513.2	0.4178794178794179	0.9931628846012511	-0.2810635760586604	-1.0043821753346094	200	17	
STEROL BIOSYNTHETIC PROCESS%GOBP%GO:0016126	0.4344086021505376	1	-0.2373710172029019	-1.0044995976754494	201	32	
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR%GOBP%GO:1902253	0.4375	1	-0.27562957845569025	-1.0057412568248372	209	18	
BETA-CATENIN-TCF COMPLEX ASSEMBLY%GOBP%GO:1904837	0.41841004184100417	0.9933152458158996	-0.25160717243031205	-1.0061065429858296	199	24	
SIGNAL TRANSDUCTION INVOLVED IN DNA DAMAGE CHECKPOINT%GOBP%GO:0072422	0.44017094017094016	1	-0.20170654401717267	-1.006686485129038	205	61	
SIGNAL TRANSDUCTION INVOLVED IN DNA INTEGRITY CHECKPOINT%GOBP%GO:0072401	0.44017094017094016	1	-0.20170654401717267	-1.006686485129038	205	61	
MODIFICATION OF MORPHOLOGY OR PHYSIOLOGY OF OTHER ORGANISM%GOBP%GO:0035821	0.4420131291028446	1	-0.17577973991354237	-1.0072063769918926	201	109	
NEGATIVE REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051346	0.4419642857142857	1	-0.1601869200525832	-1.0078776725196608	197	173	
METABOLISM OF VITAMINS AND COFACTORS%REACTOME%R-HSA-196854.6	0.4134831460674157	0.9931628846012511	-0.17152289534100476	-1.0079290218533812	183	123	
THROMBOXANE A2 RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%THROMBOXANE A2 RECEPTOR SIGNALING	0.43201754385964913	1	-0.21445986077307608	-1.008049257497464	196	48	
CELL CYCLE ARREST%GOBP%GO:0007050	0.42857142857142855	0.9997007565535232	-0.18025755920697067	-1.0082516833906554	206	97	
HEART VALVE MORPHOGENESIS%GOBP%GO:0003179	0.43628509719222464	1	-0.2750623093515441	-1.0084133998005032	201	19	
HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES%GOBP%GO:0007156	0.40756302521008403	0.9931628846012511	-0.26292097076086063	-1.0098245378849688	193	21	
SULFUR AMINO ACID METABOLISM%REACTOME DATABASE ID RELEASE 75%1614635	0.4319148936170213	1	-0.26958698021664873	-1.0102509644187534	202	20	
PYRUVATE METABOLISM%REACTOME DATABASE ID RELEASE 75%70268	0.40976645435244163	0.9931628846012511	-0.2502506897673569	-1.0103081671409164	192	25	
RESPONSE TO HEAT%GOBP%GO:0009408	0.41409691629955947	0.9931628846012511	-0.22445347923629938	-1.010691707999118	187	41	
CYTOSKELETON-DEPENDENT INTRACELLULAR TRANSPORT%GOBP%GO:0030705	0.423841059602649	0.9968320898772027	-0.16873800374447223	-1.0107056305246616	191	134	
GLYPICAN 1 NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GLYPICAN 1 NETWORK	0.43628509719222464	1	-0.275825299014543	-1.011210616917931	201	19	
ABERRANT REGULATION OF MITOTIC CELL CYCLE DUE TO RB1 DEFECTS%REACTOME%R-HSA-9687139.2	0.41814159292035397	0.9931628846012511	-0.23447659840488344	-1.0117637600265768	188	35	
RNA MODIFICATION%GOBP%GO:0009451	0.41648106904231624	0.9931628846012511	-0.1689533246230786	-1.0120184086030302	186	135	
POTASSIUM CHANNELS%REACTOME%R-HSA-1296071.2	0.4150537634408602	0.9931628846012511	-0.2469781265526248	-1.0129602955231876	192	27	
PRE-NOTCH EXPRESSION AND PROCESSING%REACTOME%R-HSA-1912422.1	0.44124168514412415	1	-0.1990463538299143	-1.013655512538868	198	68	
NEGATIVE REGULATION OF GROWTH%GOBP%GO:0045926	0.4118942731277533	0.9931628846012511	-0.17916640469749398	-1.0145486314099026	186	106	
TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 (RBL1) AND P130 (RBL2) IN COMPLEX WITH HDAC1%REACTOME%R-HSA-1362300.2	0.41350210970464135	0.9931628846012511	-0.29076641703676676	-1.0148378483946563	195	16	
BASE-EXCISION REPAIR, GAP-FILLING%GOBP%GO:0006287	0.413716814159292	0.9931628846012511	-0.23529383084077032	-1.0152901083605834	186	35	
MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0007517	0.4121475054229935	0.9931628846012511	-0.20721058727732075	-1.0154234326391476	189	57	
AMINO ACID METABOLISM%WIKIPATHWAYS_20210210%WP3925%HOMO SAPIENS	0.4052863436123348	0.9926455972967602	-0.22566259434550245	-1.0161362331588346	183	41	
PI METABOLISM%REACTOME%R-HSA-1483255.5	0.40471092077087795	0.9926455972967602	-0.1967198104926128	-1.0162115831072795	188	71	
MITOCHONDRIAL BIOGENESIS%REACTOME%R-HSA-1592230.2	0.41755888650963596	0.9931628846012511	-0.19125418582951692	-1.0165055368893963	194	80	
REGULATION OF EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0030856	0.44273127753303965	1	-0.2011323971935061	-1.017254429231925	200	66	
NEPHROTIC SYNDROME%WIKIPATHWAYS_20210210%WP4758%HOMO SAPIENS	0.4012738853503185	0.9926292270324004	-0.2630990552897646	-1.0178930059840565	188	22	
NEGATIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050858	0.3908523908523909	0.9912150641263251	-0.2579036381408629	-1.0182085733939343	187	23	
E2F TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E2F TRANSCRIPTION FACTOR NETWORK	0.43832599118942733	1	-0.20133791888371547	-1.0182938831070139	198	66	
MITOCHONDRIAL CALCIUM ION HOMEOSTASIS%GOBP%GO:0051560	0.4125	0.9931628846012511	-0.2791392487090531	-1.0185476478930053	197	18	
SYNTHESIS OF SUBSTRATES IN N-GLYCAN BIOSYTHESIS%REACTOME DATABASE ID RELEASE 75%446219	0.416135881104034	0.9931628846012511	-0.2107598587258243	-1.0186996438639089	195	54	
REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY%GOBP%GO:0043666	0.432967032967033	1	-0.22859576627393416	-1.0191079145355382	196	38	
PID_ILK_PATHWAY%MSIGDB_C2%PID_ILK_PATHWAY	0.39826839826839827	0.9925068951209391	-0.2511093541068543	-1.0198942358603544	183	26	
CAM PATHWAY%REACTOME%R-HSA-111997.1	0.3885350318471338	0.9896999552171967	-0.2528775943902988	-1.0209134653613756	182	25	
CALMODULIN INDUCED EVENTS%REACTOME%R-HSA-111933.1	0.3885350318471338	0.9896999552171967	-0.2528775943902988	-1.0209134653613756	182	25	
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY%GOBP%GO:1904030	0.4050632911392405	0.9926455972967602	-0.29257941391329834	-1.0211656006436132	191	16	
TIGHT JUNCTION ORGANIZATION%GOBP%GO:0120193	0.39330543933054396	0.9912285063598301	-0.25539175484877613	-1.0212400270471413	187	24	
TIGHT JUNCTION ASSEMBLY%GOBP%GO:0120192	0.39330543933054396	0.9912285063598301	-0.25539175484877613	-1.0212400270471413	187	24	
TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006383	0.4089935760171306	0.9931628846012511	-0.24637610813855565	-1.0217863906261433	190	29	
NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION%GOBP%GO:0015949	0.3887733887733888	0.9896999552171967	-0.2588936530017987	-1.0221171712968518	186	23	
RESOLUTION OF ABASIC SITES (AP SITES)%REACTOME%R-HSA-73933.2	0.4111111111111111	0.9931628846012511	-0.23580291658453686	-1.0234567277901903	184	36	
POSITIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045931	0.40997830802603036	0.9931628846012511	-0.18187353322339897	-1.0241017173655846	188	104	
IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098739	0.4	0.9926292270324004	-0.21856005124152736	-1.0249451301933812	179	49	
UNFOLDED PROTEIN RESPONSE%WIKIPATHWAYS_20210210%WP4925%HOMO SAPIENS	0.4008438818565401	0.9926292270324004	-0.2938787557816639	-1.0257005855275603	189	16	
DETERMINATION OF LEFT/RIGHT SYMMETRY%GOBP%GO:0007368	0.3821656050955414	0.987819868141692	-0.2542217690528231	-1.0263401462663302	179	25	
ANTIBIOTIC METABOLIC PROCESS%GOBP%GO:0016999	0.39186295503211993	0.9912150641263251	-0.19717806834536267	-1.0264249762563977	182	73	
FOXA1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA1 TRANSCRIPTION FACTOR NETWORK	0.3891213389121339	0.9896999552171967	-0.2571501286560578	-1.0282712709319357	185	24	
ENDOSOME ORGANIZATION%GOBP%GO:0007032	0.4155844155844156	0.9931628846012511	-0.2048598975141082	-1.0287164235311534	191	63	
NEGATIVE REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001953	0.386411889596603	0.9896999552171967	-0.26591188052241177	-1.0287754286830422	181	22	
TP53 REGULATES TRANSCRIPTION OF CELL DEATH GENES%REACTOME DATABASE ID RELEASE 75%5633008	0.3938053097345133	0.9913733609385782	-0.2386163698300657	-1.0296268249605047	177	35	
LIPID CATABOLIC PROCESS%GOBP%GO:0016042	0.38687782805429866	0.9896999552171967	-0.1714953617573369	-1.0297870205047777	170	137	
G ALPHA (I) SIGNALLING EVENTS%REACTOME DATABASE ID RELEASE 75%418594	0.37250554323725055	0.9855984487925259	-0.1651388277344879	-1.0310573112934205	167	164	
GLUTATHIONE METABOLIC PROCESS%GOBP%GO:0006749	0.3874458874458874	0.9896999552171967	-0.25413902510972924	-1.0321994086539992	178	26	
THE INFLUENCE OF LAMINOPATHIES ON WNT SIGNALING%WIKIPATHWAYS_20210210%WP4844%HOMO SAPIENS	0.38865546218487396	0.9896999552171967	-0.26891144404405787	-1.0328326946607898	184	21	
SIGNALING BY HIGH-KINASE ACTIVITY BRAF MUTANTS%REACTOME%R-HSA-6802948.1	0.4	0.9926292270324004	-0.252155219719442	-1.0341937136295187	185	27	
SIGNALING BY RETINOIC ACID%REACTOME%R-HSA-5362517.2	0.3852813852813853	0.9895347259502221	-0.2546722155507353	-1.0343649904951542	177	26	
CELLULAR RESPONSE TO RADIATION%GOBP%GO:0071478	0.3982494529540481	0.9925068951209391	-0.18144075078655336	-1.0346133742828707	181	108	
HDMS DEMETHYLATE HISTONES%REACTOME%R-HSA-3214842.3	0.37656903765690375	0.9855984487925259	-0.25875568840791247	-1.034691454251404	179	24	
RNA POLYMERASE III ABORTIVE AND RETRACTIVE INITIATION%REACTOME%R-HSA-749476.2	0.3839479392624729	0.9884675963099049	-0.22932326659947655	-1.0349148243766377	176	40	
RNA POLYMERASE III TRANSCRIPTION%REACTOME DATABASE ID RELEASE 75%74158	0.3839479392624729	0.9884675963099049	-0.22932326659947655	-1.0349148243766377	176	40	
POSITIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010971	0.3860759493670886	0.9896999552171967	-0.2968318290308058	-1.036007451543425	182	16	
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PATHWAY%WIKIPATHWAYS_20210210%WP2533%HOMO SAPIENS	0.4017278617710583	0.9926292270324004	-0.28278754559268754	-1.0367350981115473	185	19	
HISTONE H2A ACETYLATION%GOBP%GO:0043968	0.3818565400843882	0.9878078163923715	-0.2971883469945624	-1.0372517765481488	180	16	
CARDIAC MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0055008	0.3818565400843882	0.9878078163923715	-0.29719372319002146	-1.0372705406361333	180	16	
CARGO LOADING INTO VESICLE%GOBP%GO:0035459	0.39956803455723544	0.9926292270324004	-0.28300805717915717	-1.0375435216252284	184	19	
THE HUMAN IMMUNE RESPONSE TO TUBERCULOSIS%WIKIPATHWAYS_20210210%WP4197%HOMO SAPIENS	0.39956803455723544	0.9926292270324004	-0.2830188679245283	-1.0375831551923274	184	19	
PLATELET CALCIUM HOMEOSTASIS%REACTOME DATABASE ID RELEASE 75%418360	0.39740820734341253	0.9918884517985995	-0.28306562410489045	-1.037754569294506	183	19	
CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035967	0.37020316027088035	0.9855984487925259	-0.17964314281615737	-1.0382546576737475	163	115	
SIGNALING BY SCF-KIT%REACTOME DATABASE ID RELEASE 75%1433557	0.36774193548387096	0.9855984487925259	-0.24229943083768846	-1.039440869094523	170	33	
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20210210%WP4786%HOMO SAPIENS	0.3783783783783784	0.9864212738207377	-0.2909722689126862	-1.0397909416465125	181	17	
POSITIVE REGULATION OF SPROUTING ANGIOGENESIS%GOBP%GO:1903672	0.38085106382978723	0.9875532765050613	-0.27754297055932176	-1.0400652637225716	178	20	
GOLGI TO ENDOSOME TRANSPORT%GOBP%GO:0006895	0.379746835443038	0.9870441458733206	-0.29817727857445064	-1.040703362212584	179	16	
AXO-DENDRITIC TRANSPORT%GOBP%GO:0008088	0.3991130820399113	0.9926292270324004	-0.22987324572002604	-1.040750827903738	179	42	
MONOVALENT INORGANIC CATION TRANSPORT%GOBP%GO:0015672	0.36438923395445133	0.9855984487925259	-0.18610517455835554	-1.0409597043346492	175	97	
RECOGNITION OF DNA DAMAGE BY PCNA-CONTAINING REPLICATION COMPLEX%REACTOME DATABASE ID RELEASE 75%110314	0.3877118644067797	0.9896999552171967	-0.2480148095180638	-1.0410019755265836	182	30	
PHASE II - CONJUGATION OF COMPOUNDS%REACTOME DATABASE ID RELEASE 75%156580	0.38631346578366443	0.9896999552171967	-0.22186291883612003	-1.0416866797370934	174	47	
ESTABLISHMENT OF SYNAPTIC VESICLE LOCALIZATION%GOBP%GO:0097480	0.3968957871396896	0.9918265765459467	-0.23016324695990964	-1.0420638081488143	178	42	
SYNAPTIC VESICLE LOCALIZATION%GOBP%GO:0097479	0.3968957871396896	0.9918265765459467	-0.23016324695990964	-1.0420638081488143	178	42	
SYNAPTIC VESICLE TRANSPORT%GOBP%GO:0048489	0.3968957871396896	0.9918265765459467	-0.23016324695990964	-1.0420638081488143	178	42	
NUCLEOTIDE METABOLISM%REACTOME DATABASE ID RELEASE 75%15869	0.3728448275862069	0.9855984487925259	-0.19956719519721994	-1.0421121478336188	172	76	
PID_IL8_CXCR1_PATHWAY%MSIGDB_C2%PID_IL8_CXCR1_PATHWAY	0.3957894736842105	0.9918265765459467	-0.30391604130070243	-1.0424967147914157	187	15	
TRANSCRIPTIONAL REGULATION BY THE AP-2 (TFAP2) FAMILY OF TRANSCRIPTION FACTORS%REACTOME%R-HSA-8864260.3	0.36942675159235666	0.9855984487925259	-0.26959187409927493	-1.0430128029671488	173	22	
PROTEIN N-LINKED GLYCOSYLATION%GOBP%GO:0006487	0.38611713665943603	0.9896999552171967	-0.2071972755206323	-1.043737263080915	177	64	
